	value
19144	Achievement
19145	Power: dominance
19146	Power: resources
19147	Face
19148	Security: personal
19149	Security: societal
19150	Tradition
19151	Conformity: rules
19152	Conformity: interpersonal
19153	Humility
19154	Benevolence: caring
19155	Benevolence: dependability
19156	Universalism: concern
19157	Universalism: nature
19158	Universalism: tolerance
19159	Universalism: objectivity
19160	Self-direction: thought
19161	Self-direction: action
19162	Stimulation
19163	Hedonism
19164	Achievement
19165	Power: dominance
19166	Power: resources
19167	Face
19168	Security: personal
19169	Security: societal
19170	Tradition
19171	Conformity: rules
19172	Conformity: interpersonal
19173	Humility
19174	Benevolence: caring
19175	Benevolence: dependability
19176	Universalism: concern
19177	Universalism: nature
19178	Universalism: tolerance
19179	Universalism: objectivity
19180	Self-direction: thought
19181	Self-direction: action
19182	Stimulation
19183	Hedonism
19184	Achievement
19185	Power: dominance
19186	Power: resources
19187	Face
19188	Security: personal
19189	Security: societal
19190	Tradition
19191	Conformity: rules
19192	Conformity: interpersonal
19193	Humility
19194	Benevolence: caring
19195	Benevolence: dependability
19196	Universalism: concern
19197	Universalism: nature
19198	Universalism: tolerance
19199	Universalism: objectivity
19200	Self-direction: thought
19201	Self-direction: action
19202	Stimulation
19203	Hedonism
19204	Achievement
19205	Power: dominance
19206	Power: resources
19207	Face
19208	Security: personal
19209	Security: societal
19210	Tradition
19211	Conformity: rules
19212	Conformity: interpersonal
19213	Humility
19214	Benevolence: caring
19215	Benevolence: dependability
19216	Universalism: concern
19217	Universalism: nature
19218	Universalism: tolerance
19219	Universalism: objectivity
19220	Self-direction: thought
19221	Self-direction: action
19222	Stimulation
19223	Hedonism
19224	Achievement
19225	Power: dominance
19226	Power: resources
19227	Face
19228	Security: personal
19229	Security: societal
19230	Tradition
19231	Conformity: rules
19232	Conformity: interpersonal
19233	Humility
19234	Benevolence: caring
19235	Benevolence: dependability
19236	Universalism: concern
19237	Universalism: nature
19238	Universalism: tolerance
19239	Universalism: objectivity
19240	Self-direction: thought
19241	Self-direction: action
19242	Stimulation
19243	Hedonism
19244	Achievement
19245	Power: dominance
19246	Power: resources
19247	Face
19248	Security: personal
19249	Security: societal
19250	Tradition
19251	Conformity: rules
19252	Conformity: interpersonal
19253	Humility
19254	Benevolence: caring
19255	Benevolence: dependability
19256	Universalism: concern
19257	Universalism: nature
19258	Universalism: tolerance
19259	Universalism: objectivity
19260	Self-direction: thought
19261	Self-direction: action
19262	Stimulation
19263	Hedonism
19264	Achievement
19265	Power: dominance
19266	Power: resources
19267	Face
19268	Security: personal
19269	Security: societal
19270	Tradition
19271	Conformity: rules
19272	Conformity: interpersonal
19273	Humility
19274	Benevolence: caring
19275	Benevolence: dependability
19276	Universalism: concern
19277	Universalism: nature
19278	Universalism: tolerance
19279	Universalism: objectivity
19280	Self-direction: thought
19281	Self-direction: action
19282	Stimulation
19283	Hedonism
19284	Achievement
19285	Power: dominance
19286	Power: resources
19287	Face
19288	Security: personal
19289	Security: societal
19290	Tradition
19291	Conformity: rules
19292	Conformity: interpersonal
19293	Humility
19294	Benevolence: caring
19295	Benevolence: dependability
19296	Universalism: concern
19297	Universalism: nature
19298	Universalism: tolerance
19299	Universalism: objectivity
19300	Self-direction: thought
19301	Self-direction: action
19302	Stimulation
19303	Hedonism
19304	Achievement
19305	Power: dominance
19306	Power: resources
19307	Face
19308	Security: personal
19309	Security: societal
19310	Tradition
19311	Conformity: rules
19312	Conformity: interpersonal
19313	Humility
19314	Benevolence: caring
19315	Benevolence: dependability
19316	Universalism: concern
19317	Universalism: nature
19318	Universalism: tolerance
19319	Universalism: objectivity
19320	Self-direction: thought
19321	Self-direction: action
19322	Stimulation
19323	Hedonism
19324	Achievement
19325	Power: dominance
19326	Power: resources
19327	Face
19328	Security: personal
19329	Security: societal
19330	Tradition
19331	Conformity: rules
19332	Conformity: interpersonal
19333	Humility
19334	Benevolence: caring
19335	Benevolence: dependability
19336	Universalism: concern
19337	Universalism: nature
19338	Universalism: tolerance
19339	Universalism: objectivity
19340	Self-direction: thought
19341	Self-direction: action
19342	Stimulation
19343	Hedonism
19344	Achievement
19345	Power: dominance
19346	Power: resources
19347	Face
19348	Security: personal
19349	Security: societal
19350	Tradition
19351	Conformity: rules
19352	Conformity: interpersonal
19353	Humility
19354	Benevolence: caring
19355	Benevolence: dependability
19356	Universalism: concern
19357	Universalism: nature
19358	Universalism: tolerance
19359	Universalism: objectivity
19360	Self-direction: thought
19361	Self-direction: action
19362	Stimulation
19363	Hedonism
19364	Achievement
19365	Power: dominance
19366	Power: resources
19367	Face
19368	Security: personal
19369	Security: societal
19370	Tradition
19371	Conformity: rules
19372	Conformity: interpersonal
19373	Humility
19374	Benevolence: caring
19375	Benevolence: dependability
19376	Universalism: concern
19377	Universalism: nature
19378	Universalism: tolerance
19379	Universalism: objectivity
19380	Self-direction: thought
19381	Self-direction: action
19382	Stimulation
19383	Hedonism
19384	Achievement
19385	Power: dominance
19386	Power: resources
19387	Face
19388	Security: personal
19389	Security: societal
19390	Tradition
19391	Conformity: rules
19392	Conformity: interpersonal
19393	Humility
19394	Benevolence: caring
19395	Benevolence: dependability
19396	Universalism: concern
19397	Universalism: nature
19398	Universalism: tolerance
19399	Universalism: objectivity
19400	Self-direction: thought
19401	Self-direction: action
19402	Stimulation
19403	Hedonism
19404	Achievement
19405	Power: dominance
19406	Power: resources
19407	Face
19408	Security: personal
19409	Security: societal
19410	Tradition
19411	Conformity: rules
19412	Conformity: interpersonal
19413	Humility
19414	Benevolence: caring
19415	Benevolence: dependability
19416	Universalism: concern
19417	Universalism: nature
19418	Universalism: tolerance
19419	Universalism: objectivity
19420	Self-direction: thought
19421	Self-direction: action
19422	Stimulation
19423	Hedonism
19424	Achievement
19425	Power: dominance
19426	Power: resources
19427	Face
19428	Security: personal
19429	Security: societal
19430	Tradition
19431	Conformity: rules
19432	Conformity: interpersonal
19433	Humility
19434	Benevolence: caring
19435	Benevolence: dependability
19436	Universalism: concern
19437	Universalism: nature
19438	Universalism: tolerance
19439	Universalism: objectivity
19440	Self-direction: thought
19441	Self-direction: action
19442	Stimulation
19443	Hedonism
19444	Achievement
19445	Power: dominance
19446	Power: resources
19447	Face
19448	Security: personal
19449	Security: societal
19450	Tradition
19451	Conformity: rules
19452	Conformity: interpersonal
19453	Humility
19454	Benevolence: caring
19455	Benevolence: dependability
19456	Universalism: concern
19457	Universalism: nature
19458	Universalism: tolerance
19459	Universalism: objectivity
19460	Self-direction: thought
19461	Self-direction: action
19462	Stimulation
19463	Hedonism
19464	Achievement
19465	Power: dominance
19466	Power: resources
19467	Face
19468	Security: personal
19469	Security: societal
19470	Tradition
19471	Conformity: rules
19472	Conformity: interpersonal
19473	Humility
19474	Benevolence: caring
19475	Benevolence: dependability
19476	Universalism: concern
19477	Universalism: nature
19478	Universalism: tolerance
19479	Universalism: objectivity
19480	Self-direction: thought
19481	Self-direction: action
19482	Stimulation
19483	Hedonism
19484	Achievement
19485	Power: dominance
19486	Power: resources
19487	Face
19488	Security: personal
19489	Security: societal
19490	Tradition
19491	Conformity: rules
19492	Conformity: interpersonal
19493	Humility
19494	Benevolence: caring
19495	Benevolence: dependability
19496	Universalism: concern
19497	Universalism: nature
19498	Universalism: tolerance
19499	Universalism: objectivity
19500	Self-direction: thought
19501	Self-direction: action
19502	Stimulation
19503	Hedonism
19504	Achievement
19505	Power: dominance
19506	Power: resources
19507	Face
19508	Security: personal
19509	Security: societal
19510	Tradition
19511	Conformity: rules
19512	Conformity: interpersonal
19513	Humility
19514	Benevolence: caring
19515	Benevolence: dependability
19516	Universalism: concern
19517	Universalism: nature
19518	Universalism: tolerance
19519	Universalism: objectivity
19520	Self-direction: thought
19521	Self-direction: action
19522	Stimulation
19523	Hedonism
19524	Achievement
19525	Power: dominance
19526	Power: resources
19527	Face
19528	Security: personal
19529	Security: societal
19530	Tradition
19531	Conformity: rules
19532	Conformity: interpersonal
19533	Humility
19534	Benevolence: caring
19535	Benevolence: dependability
19536	Universalism: concern
19537	Universalism: nature
19538	Universalism: tolerance
19539	Universalism: objectivity
19540	Self-direction: thought
19541	Self-direction: action
19542	Stimulation
19543	Hedonism
19544	Achievement
19545	Power: dominance
19546	Power: resources
19547	Face
19548	Security: personal
19549	Security: societal
19550	Tradition
19551	Conformity: rules
19552	Conformity: interpersonal
19553	Humility
19554	Benevolence: caring
19555	Benevolence: dependability
19556	Universalism: concern
19557	Universalism: nature
19558	Universalism: tolerance
19559	Universalism: objectivity
19560	Self-direction: thought
19561	Self-direction: action
19562	Stimulation
19563	Hedonism
19564	Achievement
19565	Power: dominance
19566	Power: resources
19567	Face
19568	Security: personal
19569	Security: societal
19570	Tradition
19571	Conformity: rules
19572	Conformity: interpersonal
19573	Humility
19574	Benevolence: caring
19575	Benevolence: dependability
19576	Universalism: concern
19577	Universalism: nature
19578	Universalism: tolerance
19579	Universalism: objectivity
19580	Self-direction: thought
19581	Self-direction: action
19582	Stimulation
19583	Hedonism
19584	Achievement
19585	Power: dominance
19586	Power: resources
19587	Face
19588	Security: personal
19589	Security: societal
19590	Tradition
19591	Conformity: rules
19592	Conformity: interpersonal
19593	Humility
19594	Benevolence: caring
19595	Benevolence: dependability
19596	Universalism: concern
19597	Universalism: nature
19598	Universalism: tolerance
19599	Universalism: objectivity
19600	Self-direction: thought
19601	Self-direction: action
19602	Stimulation
19603	Hedonism
19604	Achievement
19605	Power: dominance
19606	Power: resources
19607	Face
19608	Security: personal
19609	Security: societal
19610	Tradition
19611	Conformity: rules
19612	Conformity: interpersonal
19613	Humility
19614	Benevolence: caring
19615	Benevolence: dependability
19616	Universalism: concern
19617	Universalism: nature
19618	Universalism: tolerance
19619	Universalism: objectivity
19620	Self-direction: thought
19621	Self-direction: action
19622	Stimulation
19623	Hedonism
19624	Achievement
19625	Power: dominance
19626	Power: resources
19627	Face
19628	Security: personal
19629	Security: societal
19630	Tradition
19631	Conformity: rules
19632	Conformity: interpersonal
19633	Humility
19634	Benevolence: caring
19635	Benevolence: dependability
19636	Universalism: concern
19637	Universalism: nature
19638	Universalism: tolerance
19639	Universalism: objectivity
19640	Self-direction: thought
19641	Self-direction: action
19642	Stimulation
19643	Hedonism
19644	Achievement
19645	Power: dominance
19646	Power: resources
19647	Face
19648	Security: personal
19649	Security: societal
19650	Tradition
19651	Conformity: rules
19652	Conformity: interpersonal
19653	Humility
19654	Benevolence: caring
